rep,coef_ols,lower_bound_ols,upper_bound_ols,coef_naive-ml,lower_bound_naive-ml,upper_bound_naive-ml,coef_dml-plr,lower_bound_dml-plr,upper_bound_dml-plr
1.0,0.48312256021464645,0.4200785548428745,0.5461665655864184,0.5461300232536181,0.5023354818651884,0.5899245646420479,0.4715134583708794,0.4109941848555655,0.5320327318861933
2.0,0.5493617777699944,0.48813790553701186,0.6105856500029769,0.5837363336773518,0.536180077558659,0.6312925897960445,0.5324488383667769,0.47025699968139056,0.5946406770521633
3.0,0.5087185864552781,0.44493997545063213,0.5724971974599241,0.5470773863260769,0.5040624645446441,0.5900923081075098,0.49784121128205433,0.4371149123008591,0.5585675102632496
4.0,0.5302365862184879,0.4693592307071821,0.5911139417297937,0.5838349638851762,0.5402840306816797,0.6273858970886727,0.5106554532852194,0.44933768644060673,0.5719732201298321
5.0,0.5081847754084554,0.4428667021085293,0.5735028487083815,0.5556306026035548,0.5133207363312818,0.5979404688758277,0.5010547290274524,0.4430794647349705,0.5590299933199343
6.0,0.49278418889798536,0.4321305073117127,0.553437870484258,0.5395745132203457,0.49599183857515944,0.5831571878655318,0.47625522477755544,0.41310633765924365,0.5394041118958672
7.0,0.5146673250178286,0.4472203712285869,0.5821142788070705,0.5669619069683507,0.5196138979297088,0.6143099160069926,0.5011723214883175,0.43679263278533986,0.5655520101912951
8.0,0.5237258627389932,0.4587322085900523,0.5887195168879341,0.5917548223990887,0.5458240257704582,0.6376856190277193,0.5205367691254866,0.45667693266901804,0.5843966055819553
9.0,0.5259476379520713,0.4591993529120014,0.5926959229921412,0.5891646796626434,0.5428745400598651,0.6354548192654217,0.5160810751156756,0.45042804813193127,0.5817341020994199
10.0,0.4997097823236066,0.4374423838409883,0.5619771808062248,0.5591234775464827,0.514630534181493,0.6036164209114725,0.4931707206286257,0.4348783292201403,0.5514631120371112
11.0,0.4629117954894606,0.3990298691327048,0.5267937218462164,0.5386140010191378,0.49434201417777845,0.5828859878604972,0.4664329348910718,0.40578804848855776,0.5270778212935858
12.0,0.5240677488879946,0.4649081612310663,0.5832273365449229,0.5886328368046456,0.5421315668016914,0.6351341068075999,0.5090826050923782,0.45245471309234525,0.5657104970924112
13.0,0.5101147228813431,0.4450610143710729,0.5751684313916132,0.551265423653397,0.5055858630321284,0.5969449842746657,0.4826572191658708,0.4166119361990777,0.5487025021326638
14.0,0.4655727595435031,0.40296802790830677,0.5281774911786994,0.5465032528772024,0.5043898366745535,0.5886166690798512,0.47182558514941536,0.4087666701518957,0.534884500146935
15.0,0.5608014135541686,0.49464976602127547,0.6269530610870617,0.5882944153205811,0.5433584248445963,0.633230405796566,0.5594195131618834,0.49615288921983997,0.622686137103927
16.0,0.49854390066267706,0.4311786747518873,0.5659091265734668,0.5454932584226465,0.5014091351742818,0.5895773816710113,0.5042449013368681,0.43670626644784594,0.5717835362258902
17.0,0.4973350871099165,0.43476718566273964,0.5599029885570933,0.5584833563435063,0.512381381189631,0.6045853314973817,0.47208422875207545,0.4092937145174126,0.5348747429867383
18.0,0.4960969586668104,0.43510684018467494,0.5570870771489459,0.557875304103206,0.5155907425516497,0.6001598656547622,0.5005065557055208,0.4390683095594995,0.5619448018515422
19.0,0.4816849004683119,0.4211374178334314,0.5422323831031924,0.5406131563685149,0.493927129217076,0.5872991835199539,0.4710421789164987,0.409128957638174,0.5329554001948235
20.0,0.49505953487223553,0.4346385346176275,0.5554805351268435,0.5487331001827722,0.507979103590035,0.5894870967755095,0.5016017727915403,0.4429678650920395,0.5602356804910411
21.0,0.48610615834807425,0.4211547427560936,0.551057573940055,0.5323277716937566,0.48756006402221896,0.5770954793652942,0.480149993806639,0.41797606376340446,0.5423239238498735
22.0,0.47089616723640904,0.40646416700013877,0.5353281674726793,0.55361041861967,0.5115336609721394,0.5956871762672006,0.4599103553417264,0.3971449401316826,0.5226757705517702
23.0,0.4750769090082531,0.4128684775127551,0.5372853405037511,0.5368274454620345,0.49157334253743884,0.5820815483866303,0.457162888619812,0.3958770380487624,0.5184487391908617
24.0,0.5263949091629972,0.4627618313576864,0.590027986968308,0.5585584653291045,0.5120809986652224,0.6050359319929866,0.49750055658831427,0.43333900456114005,0.5616621086154885
25.0,0.5366438070681983,0.4716471483783403,0.6016404657580562,0.605486069524613,0.5597691888272879,0.6512029502219382,0.5241597613849402,0.46001869200594075,0.5883008307639397
26.0,0.4699922801899056,0.4062186186067609,0.5337659417730503,0.5471903957611051,0.5046708572236048,0.5897099342986053,0.4457788497780719,0.3834883160946814,0.5080693834614625
27.0,0.4836759096003922,0.4212344025878767,0.5461174166129077,0.544158015799895,0.5016690049543906,0.5866470266453994,0.49553959522191005,0.43433238139559793,0.5567468090482222
28.0,0.49927464336291727,0.4358130542404227,0.5627362324854118,0.5409594812041818,0.4947687436440754,0.5871502187642882,0.48468468987616364,0.41827470176119985,0.5510946779911274
29.0,0.5280452004548921,0.4628761629865245,0.5932142379232597,0.5780804168814698,0.5326529263253793,0.6235079074375603,0.5324058304311217,0.46922850981193703,0.5955831510503062
30.0,0.45188305057565736,0.39333151852528336,0.5104345826260314,0.5199402187040912,0.4778930991517377,0.5619873382564448,0.4677837424571481,0.4121864459449278,0.5233810389693684
