rep,coef_ols,lower_bound_ols,upper_bound_ols,coef_2sls,lower_bound_2sls,upper_bound_2sls,coef_naive-ml,lower_bound_naive-ml,upper_bound_naive-ml,coef_dml-plr,lower_bound_dml-plr,upper_bound_dml-plr,coef_dml-pliv,lower_bound_dml-pliv,upper_bound_dml-pliv
11.0,0.9323490673472972,0.8840583294188581,0.9806398052757362,0.46410420847925155,0.3414014017221977,0.5868070152363054,1.017501947842494,0.9952075878497989,1.0397963078351893,1.0228202764597893,0.9712462459662765,1.0743943069533022,0.4768351232410856,0.34275150928965303,0.6109187371925182
12.0,0.9776864880734125,0.9324295964989099,1.022943379647915,0.5100220460182456,0.39948777949792985,0.6205563125385614,1.090892863568549,1.0709619741418668,1.1108237529952314,1.0902351852903935,1.038203935845714,1.142266434735073,0.506751656618271,0.3925076506711849,0.6209956625653572
13.0,1.044396486278243,0.9960957383356925,1.0926972342207937,0.4558300326909027,0.3133786056659055,0.5982814597159,1.1617620482608824,1.1408535041261099,1.1826705923956549,1.1415683339386107,1.0937288269102399,1.1894078409669815,0.4804204988225079,0.3480124678717278,0.612828529773288
14.0,1.020584559486798,0.9743425708168836,1.0668265481567123,0.6097424999484476,0.4970063746885665,0.7224786252083288,1.0834558924171358,1.0610731027035183,1.1058386821307533,1.0999310028169371,1.0505915851024623,1.149270420531412,0.5994642720145713,0.48701663339686563,0.711911910632277
15.0,0.990357011641423,0.9407270378458755,1.0399869854369705,0.4791213549781076,0.34196039682928325,0.6162823131269319,1.1006104770581369,1.0777481999061793,1.1234727542100944,1.0763480317899428,1.0211421045440419,1.1315539590358437,0.4478241891280425,0.30622986661972845,0.5894185116363566
16.0,0.9915640369880343,0.942042911728341,1.0410851622477277,0.44729598987299324,0.3172659800261842,0.5773259997198023,1.084649116246486,1.0640528326186809,1.105245399874291,1.0962064072680937,1.0427357186593103,1.1496770958768772,0.4411740780524167,0.31054439208605056,0.5718037640187829
17.0,0.9749368743260591,0.9264579784129677,1.0234157702391504,0.47516145705762947,0.3430276946336082,0.6072952194816508,1.0671591595690781,1.04593066029543,1.0883876588427264,1.0419550418060206,0.9927074884957029,1.0912025951163382,0.4444390918492084,0.3126952231614516,0.5761829605369652
18.0,0.9643503510944302,0.918045965232845,1.0106547369560155,0.49682065705432327,0.3776620642982119,0.6159792498104346,1.0645744368636394,1.0429014107569228,1.086247462970356,1.0505172230334585,1.0049079204029259,1.0961265256639912,0.5056793569307064,0.38576772777130425,0.6255909860901085
19.0,0.9339356561273923,0.8863467125822885,0.9815245996724961,0.4624684774359188,0.3340047918165749,0.5909321630552626,1.0229156812226443,1.0020668665719028,1.0437644958733858,1.0061561459840616,0.9547708635216265,1.0575414284464966,0.5001136630403797,0.37179390122569533,0.6284334248550641
20.0,0.9864253678098087,0.938389907429205,1.0344608281904124,0.4748194115701784,0.3389955117210306,0.6106433114193262,1.0942987893172693,1.0712447458007346,1.117352832833804,1.072217976781609,1.0248423136384277,1.11959363992479,0.445296812338144,0.29475170276639273,0.5958419219098953
21.0,0.9985152714326768,0.9496713837084163,1.0473591591569373,0.4550380636936348,0.32773966766925755,0.5823364597180121,1.1255665025226123,1.1035174724351382,1.1476155326100863,1.151241053873105,1.098271585506906,1.204210522239304,0.4498381231696361,0.31737551694503463,0.5823007293942376
22.0,1.000994360287528,0.9514661373246662,1.0505225832503897,0.49623726950327274,0.3545869435251797,0.6378875954813658,1.0820520708860581,1.0603421007039284,1.1037620410681879,1.0798750766686473,1.0315033437953507,1.128246809541944,0.5371142776857687,0.39533811758567317,0.6788904377858642
23.0,0.994997291422079,0.948951324899042,1.041043257945116,0.5963167771461232,0.48881363528370125,0.7038199190085451,1.0862219185164004,1.0652811988235185,1.1071626382092823,1.1032312849973518,1.0522932224480062,1.1541693475466974,0.6107382853576255,0.5102037728970132,0.7112727978182378
24.0,0.9918971549797881,0.9434978320887233,1.040296477870853,0.44593578502760256,0.30754432368413875,0.5843272463710664,1.0849341532308494,1.063704841890045,1.1061634645716538,1.0868135551089348,1.0375609793966636,1.136066130821206,0.46909481673355274,0.33383881612298616,0.6043508173441193
25.0,0.9874728549736194,0.9407661135178095,1.0341795964294294,0.5680744504360878,0.4552463588791404,0.6809025419930353,1.0369622823396674,1.0145572297124694,1.0593673349668653,1.0631238747072584,1.0144364856870116,1.1118112637275053,0.5795177451785417,0.46181729213254313,0.6972181982245402
26.0,1.0085835374077337,0.9623324012656435,1.054834673549824,0.5677598309012548,0.44743324691227504,0.6880864148902346,1.0925174145532603,1.0718827189191031,1.1131521101874176,1.0964078083893203,1.0457194860424774,1.1470961307361631,0.5796330919669437,0.45832505193417994,0.7009411319997074
27.0,0.949997033396575,0.9026452687997752,0.9973487979933748,0.5704828819563318,0.45405798866070823,0.6869077752519553,1.0359144926396222,1.013490427140732,1.0583385581385125,1.0327199765398076,0.9798379091460961,1.0856020439335192,0.5520589945069398,0.4243156677753263,0.6798023212385533
28.0,0.9757228760095712,0.9294115147817484,1.0220342372373938,0.48703017910037255,0.3583570521978945,0.6157033060028506,1.0542739952843785,1.0327718845702052,1.0757761059985518,1.0631250211804486,1.0120415662097104,1.1142084761511868,0.47351097717229335,0.33454707587739274,0.612474878467194
29.0,0.9569267754968468,0.907990665868141,1.0058628851255527,0.36472402006436866,0.19256561484445492,0.5368824252842824,1.002894836689944,0.9806705116888729,1.0251191616910151,1.0056731822880325,0.9594384516914052,1.0519079128846598,0.4138928360391113,0.2510088274255216,0.5767768446527011
30.0,1.0090539342694578,0.9635782398120147,1.0545296287269008,0.5528355582900577,0.4239531462049435,0.6817179703751719,1.0622892774028534,1.041637847919226,1.0829407068864807,1.0867988355123743,1.041018886550897,1.1325787844738517,0.5582451157768926,0.43145499585242353,0.6850352357013617
