rep,coef_ols,lower_bound_ols,upper_bound_ols,coef_2sls,lower_bound_2sls,upper_bound_2sls,coef_naive-ml,lower_bound_naive-ml,upper_bound_naive-ml,coef_dml-plr,lower_bound_dml-plr,upper_bound_dml-plr,coef_dml-pliv,lower_bound_dml-pliv,upper_bound_dml-pliv,coef_dml-irm,lower_bound_dml-irm,upper_bound_dml-irm,coef_dml-iiv,lower_bound_dml-iiv,upper_bound_dml-iiv
1.0,0.8169326423009875,0.6786975835227633,0.9551677010792117,0.36111676790881736,-0.07462029240372176,0.7968538282213564,0.8167621693649412,0.7398463011662163,0.893678037563666,0.8591214393145752,0.7126308821721308,1.0056119964570196,0.3118755478084642,-0.12967378498040322,0.7534248805973316,0.9588557897398552,0.7699645022045215,1.147747077275189,0.3416496950185052,-0.10745364525145573,0.7907530352884661
2.0,0.9069884405606332,0.7811553257766838,1.0328215553445825,0.4881858073346578,0.13937053619349532,0.8370010784758202,0.9256975675533857,0.8500707487836756,1.0013243863230958,0.9805561461371731,0.8463241627006152,1.114788129573731,0.5691463091904742,0.21347501993988022,0.924817598441068,0.8933387769265723,0.7112588040991364,1.0754187497540082,0.5472292563072381,0.17398390330254265,0.9204746093119335
3.0,0.9576048076635995,0.8251230995384876,1.0900865157887112,0.8028052153754426,0.46686099858456753,1.1387494321663176,0.9699307395442957,0.8924032780692974,1.0474582010192939,0.9682507183791524,0.8229483755445014,1.1135530612138036,0.8328294416684715,0.48850774281777953,1.1771511405191635,0.9028015094444002,0.736398118536834,1.0692049003519664,0.8893227630832446,0.5346025009511204,1.244043025215369
4.0,0.875425857677713,0.7456367409830854,1.0052149743723406,0.4456133959027568,0.10944219465315347,0.78178459715236,0.8602947450138736,0.7792089745735228,0.9413805154542244,0.9017978682940676,0.7674503819650041,1.0361453546231312,0.4932883956938661,0.14958301012857517,0.836993781259157,0.9314972030724235,0.771333835914594,1.0916605702302529,0.502306593066514,0.1523011516083556,0.8523120345246724
5.0,0.9028543949257135,0.7761802726212167,1.0295285172302104,0.49124780301434445,0.19692382218316312,0.7855717838455258,0.9719515469858468,0.8964295040353021,1.0474735899363916,1.0151659623026748,0.8704288102364723,1.1599031143688772,0.4131849115436741,0.11646714389099694,0.7099026791963512,0.9675717605421268,0.7615547363963935,1.17358878468786,0.5045996025282261,0.1989736458483331,0.8102255592081191
6.0,0.8673353976541796,0.7368027943741864,0.9978680009341727,0.6358541064090649,0.27653301780797496,0.9951751950101548,0.8328149437345482,0.7517467637500365,0.91388312371906,0.8504547754355999,0.7101092376863708,0.990800313184829,0.6958332110643013,0.32636836149410225,1.0652980606345004,0.9315821623562981,0.7586083836064915,1.1045559411061046,0.641934570863697,0.25043775506185056,1.0334313866655434
7.0,1.029121799523839,0.9014312947544421,1.1568123042932361,0.35399777269467675,0.0245944200524027,0.6834011253369507,1.082202657943372,1.000954948285452,1.1634503676012917,1.0992675489322057,0.9628758332529093,1.235659264611502,0.2919565301626885,-0.04963287499959956,0.6335459353249766,1.1534906397171412,0.9830823188646869,1.3238989605695954,0.35087136148457804,0.010255437603722273,0.6914872853654338
8.0,0.9107018967954401,0.7813152372093038,1.0400885563815763,0.1599818816937585,-0.24766572663243447,0.5676294900199514,0.9311031924692529,0.8508840337283842,1.0113223512101215,1.0072788239579353,0.8704593204213161,1.1440983274945546,0.14452507705296774,-0.2725191359468996,0.5615692900528351,1.0479854832652735,0.8724830050353379,1.223487961495209,0.17749050681041706,-0.26863905626813095,0.6236200698889651
9.0,0.9932476252236857,0.860336468457234,1.1261587819901373,0.48055517438984907,0.10859033937645751,0.8525200094032406,1.0010862364371278,0.9221662714015672,1.0800062014726886,1.0540316944844697,0.9133578729751862,1.194705515993753,0.46164436612626597,0.07470246939969954,0.8485862628528325,1.0820032019791856,0.9094754802829301,1.2545309236754412,0.45851030324642666,0.05910274166600321,0.8579178648268502
10.0,0.795385367895327,0.6681524466705107,0.9226182891201433,0.34185740876512405,-0.06683259698321886,0.750547414513467,0.8295652426216175,0.7529230560873283,0.9062074291559066,0.8298110845933323,0.700492214992772,0.9591299541938926,0.3769069224808738,-0.019530317779728246,0.7733441627414759,0.8300575765929255,0.6750740912861919,0.985041061899659,0.37542827635520204,-0.032917645529734196,0.7837741982401383
11.0,1.0740220304156507,0.9410887792707998,1.2069552815605016,0.6936980789953746,0.35436465779548426,1.033031500195265,1.0344545085203363,0.9529829751874525,1.11592604185322,1.107090403300506,0.9630866755164046,1.2510941310846073,0.75060694765609,0.40063561337602444,1.1005782819361556,1.1994122350803562,1.0265423388687653,1.372282131291947,0.7067217521781194,0.3527044228786756,1.0607390814775632
12.0,0.9833631454246703,0.8595201134986159,1.1072061773507247,0.5452122782637795,0.21944967073098082,0.8709748857965782,1.0572683661182845,0.983720404770182,1.130816327466387,1.057156897201018,0.9206101888048681,1.1937036055971677,0.5392054851814553,0.20767792204733082,0.8707330483155797,1.0736501193047876,0.9057972260327912,1.2415030125767839,0.5753505863731896,0.22553836713253894,0.9251628056138402
13.0,0.9896863464074712,0.8559550532918646,1.123417639523078,0.3663827598004922,-0.00588951059291537,0.7386550301938997,1.039627064641619,0.9611049094314367,1.1181492198518015,1.108419403045494,0.9619632768762789,1.254875529214709,0.34533527148239324,-0.042653118570586734,0.7333236615353732,1.1862863039413314,1.008518957149699,1.3640536507329637,0.30723496688345525,-0.08872051187071411,0.7031904456376246
14.0,0.8892501739830057,0.752513548193941,1.0259867997720702,0.3495744605398905,-0.037942163909094495,0.7370910849888754,0.8888588848427351,0.8063157372471996,0.9714020324382706,0.933100058970261,0.7873211677769474,1.0788789501635747,0.3333358088765197,-0.06904959514513742,0.7357212128981768,1.0177442368920506,0.8473937675860852,1.188094706198016,0.35167402637433015,-0.06179650245073165,0.765144555199392
15.0,0.8774427098960609,0.7474000098946103,1.0074854098975115,0.3201590263146774,-0.0519291476431612,0.692247200272516,0.9273678692493426,0.852389733424433,1.002346005074252,0.9521353103525068,0.8065925712728893,1.0976780494321243,0.37340702333488973,-0.01271229110102784,0.7595263377708072,0.9723226023770373,0.7759602998626661,1.1686849048914083,0.31680370083610027,-0.07019196450402948,0.7037993661762301
16.0,0.9853399266437923,0.850554121429156,1.1201257318584286,0.7361034207755378,0.34330238251550116,1.1289044590355743,0.9531678188914043,0.874729495009974,1.0316061427728347,0.9444216656548028,0.8055794528103247,1.0832638784992807,0.7561889311770573,0.35183267696843834,1.1605451853856763,0.9832605123703171,0.8125669776476787,1.1539540470929555,0.7254467359721384,0.30081059893401646,1.1500828730102604
