rep,coef_ols,lower_bound_ols,upper_bound_ols,coef_naive-ml,lower_bound_naive-ml,upper_bound_naive-ml,coef_dml-plr,lower_bound_dml-plr,upper_bound_dml-plr
1.0,0.48312256021464645,0.4200785548428745,0.5461665655864184,0.5001121566030056,0.4559413939482144,0.5442829192577967,0.47477669164051506,0.41490178802555316,0.534651595255477
2.0,0.47686582540493616,0.4140662733777468,0.5396653774321255,0.5108208195497579,0.46740194292806614,0.5542396961714496,0.48300403459851055,0.42180425108723585,0.5442038181097852
3.0,0.5498512250876649,0.4849633304137315,0.6147391197615983,0.5691591907394588,0.5243607388302702,0.6139576426486473,0.524195791758288,0.459359851473227,0.589031732043349
4.0,0.4510191904056474,0.3850462903820001,0.5169920904292947,0.4614178496043692,0.4161374733297463,0.5066982258789922,0.4580096501593448,0.3952394443076075,0.5207798560110821
5.0,0.46546491305312365,0.40584563809582647,0.5250841880104209,0.4681386613187639,0.4261966948985157,0.5100806277390122,0.472004637128875,0.4134866391110155,0.5305226351467345
6.0,0.5539792880432843,0.4949529709773326,0.6130056051092361,0.5760157806844988,0.5345183094806604,0.6175132518883372,0.5567004921141122,0.49700306851032117,0.6163979157179033
7.0,0.4887083161726873,0.42883423863919035,0.5485823937061842,0.5128990589974628,0.4669083308516196,0.5588897871433061,0.49440982217208174,0.4360216939169641,0.5527979504271994
8.0,0.49455457187866336,0.4308943137895012,0.5582148299678256,0.5099001298622551,0.4652962449195789,0.5545040148049313,0.48801084806917094,0.42188059673001993,0.5541410994083219
9.0,0.5153779554162022,0.4536438036734621,0.5771121071589425,0.5382156020134082,0.4895451919715331,0.5868860120552833,0.4947029884907028,0.43086559083444026,0.5585403861469653
10.0,0.4647924789655671,0.4025084644070877,0.5270764935240465,0.4900157398739702,0.4477988118295528,0.5322326679183875,0.45714387620589086,0.4011061194282006,0.5131816329835811
11.0,0.4743389696734554,0.4100395294176522,0.5386384099292586,0.47066125418737853,0.4267380697359412,0.5145844386388159,0.4592989125469346,0.39604971440870507,0.5225481106851642
12.0,0.5303003488730953,0.46876578330674407,0.5918349144394466,0.5465993864090478,0.4990211108016814,0.5941776620164143,0.5265012246382995,0.4614244850721888,0.5915779642044102
13.0,0.511043995621724,0.4464321248796978,0.5756558663637501,0.5444143847778659,0.4995959905230886,0.589232779032643,0.49222142117037265,0.4308050604578187,0.5536377818829266
14.0,0.45693847812441757,0.39072061923685025,0.5231563370119849,0.47545892721340327,0.4288880615966935,0.5220297928301131,0.46083285208182867,0.3960092831177853,0.5256564210458721
15.0,0.5262305480971781,0.46285059203171913,0.5896105041626369,0.5415911467538387,0.49869905060416336,0.5844832429035139,0.5082506023465887,0.44616742617524985,0.5703337785179275
16.0,0.49648054668937786,0.4311309698104582,0.5618301235682975,0.5171126180175304,0.4726454415644899,0.5615797944705709,0.4826375601020604,0.42046806417726856,0.5448070560268522
17.0,0.49690814034815434,0.4335003676054511,0.5603159130908576,0.5102925289889844,0.4648392833322731,0.5557457746456956,0.4864122961187905,0.42622984726859064,0.5465947449689904
18.0,0.5062817125694954,0.4438636000515884,0.5686998250874024,0.5119515631910219,0.4655472656599515,0.5583558607220922,0.49452209249680223,0.43123023018042683,0.5578139548131776
19.0,0.5289123645722588,0.46534172276959584,0.5924830063749217,0.5353862505595479,0.4919718587137236,0.5788006424053722,0.526081636689659,0.45889288205990164,0.5932703913194164
20.0,0.49554748894925293,0.43422726499471637,0.5568677129037894,0.5194128243432302,0.4745933272335555,0.5642323214529049,0.48213192957516354,0.42043142490915064,0.5438324342411764
21.0,0.5313744192724719,0.46877504367357037,0.5939737948713734,0.5182475983899876,0.47300552265842527,0.5634896741215499,0.49905109955937177,0.43657012810897594,0.5615320710097677
22.0,0.467902892109832,0.4088919299396134,0.5269138542800506,0.48364958516602985,0.4398300962368055,0.5274690740952541,0.46027345693212357,0.39951274098262624,0.5210341728816209
23.0,0.5053864281279997,0.44839874458639195,0.5623741116696075,0.51425604184071,0.4697223620448288,0.5587897216365912,0.4877930375016795,0.42799177543503775,0.5475942995683213
24.0,0.4801722738282438,0.4173064011443354,0.5430381465121521,0.5031132423854382,0.45929057978567817,0.5469359049851982,0.48198500304507735,0.41728420283878537,0.5466858032513693
25.0,0.49296447967445733,0.4310843397528798,0.5548446195960349,0.5100491760391971,0.4659683553238554,0.5541299967545388,0.5019819634924807,0.4435911219332224,0.5603728050517389
26.0,0.5019595973113785,0.44135205509703324,0.5625671395257238,0.546112263965543,0.5037249632741384,0.5884995646569476,0.5035560879888987,0.44465658247805123,0.5624555934997462
27.0,0.5242144988101487,0.4627967261310415,0.5856322714892559,0.5338736211251156,0.49129537267600726,0.5764518695742239,0.514376576536858,0.45487994533644316,0.5738732077372728
28.0,0.4829057867719064,0.4203800363065972,0.5454315372372156,0.5206138889733722,0.4747600520679056,0.5664677258788389,0.48025291210269716,0.4171715305296779,0.5433342936757164
29.0,0.5046700646246558,0.44456576944051823,0.5647743598087933,0.5122134745050655,0.46899261316749025,0.5554343358426407,0.5076300827379898,0.4495888484707349,0.5656713170052448
30.0,0.5370251424785808,0.477076081476434,0.5969742034807276,0.5468179720493745,0.5029071815369569,0.5907287625617922,0.5271636291491182,0.46960611681598,0.5847211414822563
