rep,coef_ols,lower_bound_ols,upper_bound_ols,coef_2sls,lower_bound_2sls,upper_bound_2sls,coef_naive-ml,lower_bound_naive-ml,upper_bound_naive-ml,coef_dml-plr,lower_bound_dml-plr,upper_bound_dml-plr,coef_dml-irm,lower_bound_dml-irm,upper_bound_dml-irm,coef_dml-pliv,lower_bound_dml-pliv,upper_bound_dml-pliv,coef_dml-iiv,lower_bound_dml-iiv,upper_bound_dml-iiv
1.0,0.8405305811795538,0.7093950800544429,0.9716660823046648,0.28569085290625973,-0.13464302054053628,0.7060247263530557,0.8759293410186932,0.7981226716879353,0.9537360103494512,0.8524940299479787,0.7127837534141979,0.9922043064817596,0.8880852311458993,0.7303098926035256,1.045860569688273,0.2807898300822611,-0.15942636714062297,0.7210060273051452,0.4163278309340188,-0.020919397272204432,0.853575059140242
2.0,0.9693558992928561,0.8322092070441933,1.106502591541519,0.5167834287238317,0.12092497602853125,0.912641881419132,1.0296176747681685,0.9471190919927331,1.1121162575436037,1.0088010397046288,0.8506544108698044,1.166947668539453,1.0059408958488665,0.8366095885400308,1.175272203157702,0.5408649409510061,0.1361048925612801,0.9456249893407321,0.4709289097360727,0.030677554365213966,0.9111802651069314
3.0,1.0560734600915433,0.9327085137921532,1.1794384063909336,0.5717667527401963,0.15035239693271252,0.99318110854768,1.0697123850370478,0.9966462113669139,1.1427785587071817,1.078393467966442,0.9440749796467272,1.2127119562861568,1.1163829235812261,0.9590464929710616,1.2737193541913907,0.7349862580879333,0.28131440613088243,1.188658110044984,0.6001276487934002,0.12591536906454442,1.074339928522256
4.0,0.9035830076027359,0.7734614449465089,1.033704570258963,0.2865856505356132,-0.10285552668569076,0.6760268277569171,0.9406273028980634,0.8638867732381244,1.0173678325580024,0.9831892324787758,0.8460023225197423,1.1203761424378091,0.9960820573166437,0.8469089382346283,1.145255176398659,0.3147651573218485,-0.09520964572319879,0.7247399603668958,0.435145251670597,-0.003897306622154151,0.8741878099633481
5.0,0.9216094524085939,0.7944588120606579,1.04876009275653,0.5684390679304698,0.21653441497690878,0.9203437208840308,0.942264896438166,0.8670301064314024,1.0174996864449295,0.9431088048415033,0.8093166739531629,1.0769009357298436,0.991706967216359,0.8301930253653176,1.1532209090674004,0.39706701939750105,0.003633115793739705,0.7905009230012624,0.4039349033663779,0.004217292886716573,0.8036525138460392
6.0,0.8700621209577871,0.7384326742254118,1.0016915676901625,0.7732121031381856,0.4538391166696615,1.0925850896067097,0.8350685424300885,0.7554604401105931,0.914676644749584,0.8518777410167503,0.7028516548689049,1.0009038271645956,0.9071689535557671,0.7394321628444173,1.0749057442671168,0.6951807942484369,0.36443344677504214,1.0259281417218318,0.7343740539266267,0.3892971911620343,1.079450916691219
7.0,0.8894756302443825,0.7589247179272542,1.0200265425615107,0.6060641794286453,0.24115015220084857,0.9709782066564421,0.9075149640489647,0.8286250052157654,0.986404922882164,0.8870502800042926,0.7450251933622674,1.029075366646318,0.9698207608634544,0.7863659895481486,1.1532755321787602,0.5911599490297685,0.21032956921146567,0.9719903288480713,0.7222792302405591,0.3308461407108208,1.1137123197702974
8.0,0.8307860949656654,0.6974665555728248,0.9641056343585059,0.35003754506268026,-0.005798462783532576,0.7058735529088931,0.8824053362636668,0.8051050064739852,0.9597056660533484,0.9267821104460988,0.7865975262311257,1.066966694661072,0.9359461383295545,0.7692019745706334,1.1026903020884755,0.3651779752291497,-0.008537194445239427,0.7388931449035387,0.37618429567000955,0.009828327149034644,0.7425402641909844
9.0,1.0512177490568604,0.9279299997203397,1.174505498393381,0.8216835773390723,0.47383263215816046,1.169534522519984,1.0485080872393964,0.9744624085221962,1.1225537659565965,1.045237531768792,0.9094115942048077,1.1810634693327766,1.1219020281029617,0.9611517176499065,1.282652338556017,0.8627256143256706,0.5042755748706675,1.2211756537806737,0.7380722343477629,0.353404747312811,1.1227397213827148
10.0,0.9687873494307937,0.8371232974982136,1.1004514013633737,0.3184104485525042,-0.11308413579149934,0.7499050328965078,1.016434020289316,0.9348659588210845,1.0980020817575478,1.0331630598003614,0.8892163488326628,1.17710977076806,1.0514904871598139,0.8757337587627444,1.2272472155568834,0.3432758349696829,-0.09365560713607429,0.78020727707544,0.37391297573224974,-0.0742742705621523,0.8221002220266518
11.0,0.9362185287102528,0.8029449071853811,1.0694921502351245,0.42337758763437017,0.02077543104767915,0.8259797442210612,0.960618318739256,0.8781937231963206,1.0430429142821913,0.951904506632324,0.8097286703808948,1.094080342883753,0.9472822089808979,0.7774812574890649,1.117083160472731,0.4667355822139243,0.0526603494971874,0.8808108149306613,0.48621906181871033,0.05473301711194506,0.9177051065254755
12.0,0.883761800746655,0.752651266606161,1.0148723348871491,0.4191647549809905,0.049885156618572846,0.7884443533434081,0.9003606770975038,0.8195032248770676,0.98121812931794,0.8894730963844131,0.7439166539585951,1.035029538810231,1.0066610742020927,0.8374741961798656,1.1758479522243197,0.5043001837802342,0.1292959382853452,0.8793044292751233,0.47945608847081717,0.06181782994293855,0.8970943469986958
13.0,0.8727158612111319,0.7413937336811179,1.0040379887411457,0.7146263956928202,0.34860660716204045,1.0806461842236,0.8787874917448529,0.8045059202859679,0.953069063203738,0.8496862255378953,0.7091297142501498,0.9902427368256408,0.9486376511695338,0.7635759595614016,1.133699342777666,0.7614794051721797,0.3791463812399934,1.143812429104366,0.8516035391027619,0.45058300842608173,1.252624069779442
14.0,0.9369382913803365,0.7998840076396778,1.073992575120995,0.6133984844103945,0.26733869039243685,0.9594582784283521,0.9909245270215721,0.9061106628583286,1.0757383911848155,1.0143726448361523,0.8586216564995388,1.1701236331727658,0.9435094185176398,0.7300125533147017,1.157006283720578,0.5426512494553357,0.19772613028816105,0.8875763686225104,0.6609072275646637,0.2684567928906809,1.0533576622386465
15.0,0.9038748036156273,0.7758244558016539,1.0319251514296008,0.5730252460427177,0.2219645418063284,0.9240859502791069,0.8860361580662256,0.8125194132860495,0.9595529028464017,0.9161193158196211,0.7758127678645665,1.0564258637746757,0.9543190862889118,0.7991313937051345,1.1095067788726891,0.4983950642128878,0.12673373801023002,0.8700563904155456,0.4925789905427008,0.11154776268169614,0.8736102184037056
16.0,0.8794452483924204,0.7472144926850322,1.0116760040998087,0.3773350837964073,0.015979425088950228,0.7386907425038644,0.9341174021240833,0.8510754881556686,1.017159316092498,0.9132639745432726,0.7724378811417529,1.0540900679447922,0.936518076365575,0.7817244726042941,1.0913116801268559,0.6129649706080862,0.24211876543057465,0.9838111757855977,0.48855046732625995,0.09986275705811881,0.8772381775944011
17.0,0.9599991453078248,0.8295569910317047,1.090441299583945,0.5107224551607754,0.13156131539167287,0.889883594929878,0.9762381398723834,0.9023076040144138,1.050168675730353,1.0456307699003105,0.9012701504874643,1.1899913893131566,1.09700835734283,0.885957649179463,1.308059065506197,0.4840648578237973,0.08996295327836634,0.8781667623692283,0.5633219920971976,0.17079986241774076,0.9558441217766545
18.0,0.8214303741329511,0.6923819278020549,0.9504788204638472,0.34962254709553164,-0.013038340453146391,0.7122834346442097,0.8837021333036909,0.8125899484593486,0.9548143181480331,0.9104126516934954,0.7675108414430863,1.0533144619439043,0.9139473657887633,0.7258617907415102,1.1020329408360166,0.34377825456742,-0.018355795154088972,0.705912304288929,0.285025189204123,-0.10081576467495829,0.6708661430832044
19.0,0.8958378209345778,0.7690816144622343,1.0225940274069212,0.7169821517157848,0.3810744131408447,1.0528898902907249,0.9250641002198414,0.8475446556472076,1.0025835447924754,0.8909851488878732,0.7490787097022891,1.0328915880734573,1.0491777261347996,0.8860010795723963,1.212354372697203,0.5800766048564922,0.23277911298831228,0.927374096724672,0.591251817531007,0.2239462488201352,0.9585573862418788
20.0,1.020394880829791,0.8924628267505132,1.1483269349090686,0.5753293545828486,0.26146314797697107,0.8891955611887261,1.0509695948901123,0.9724088800494489,1.1295303097307756,1.0163323782509357,0.8753795197242881,1.1572852367775834,1.14142162116743,0.9789465694458819,1.303896672888978,0.6805162864098316,0.3546584447544836,1.0063741280651797,0.5377977246139397,0.1967874652848431,0.8788079839430363
21.0,0.9031371882739553,0.7746141955051246,1.0316601810427861,0.36996410850459455,0.022555454079526527,0.7173727629296626,0.9149493942577471,0.8346609022338711,0.9952378862816231,0.9831519357463206,0.8386184899040887,1.1276853815885526,0.9750516616786414,0.8157050540860447,1.1343982692712382,0.3916698331032716,0.01686767013231949,0.7664719960742237,0.3956736669158115,0.030423522477002085,0.760923811354621
22.0,1.0236790254365244,0.893926626663958,1.1534314242090908,0.5067859303655476,0.14675294779559983,0.8668189129354955,1.108933184842737,1.0355400497829634,1.1823263199025107,1.1242540879464908,0.9712566323102887,1.277251543582693,1.0902782603182466,0.9180053963088329,1.2625511243276604,0.566909116232152,0.1863176320872842,0.9475006003770199,0.5490580014387461,0.17082015076106727,0.9272958521164248
23.0,0.9060114913562289,0.779993260248961,1.032029722463497,0.26214932948108355,-0.10302025687225819,0.6273189158344252,0.9623033647423574,0.884083602127058,1.040523127357657,0.9835355980744404,0.8484282771994323,1.1186429189494485,1.003955258737986,0.8470346310818231,1.160875886394149,0.182641502573595,-0.21954303287580088,0.5848260380229908,0.2975561995901411,-0.09414332912389417,0.6892557283041765
24.0,0.89601317389927,0.7630170327070711,1.029009315091469,0.3034511472163502,-0.05910467776499323,0.6660069721976936,0.9649526624600336,0.8865622657164641,1.043343059203603,0.9762563360818443,0.8267245929436684,1.12578807922002,0.9764925952727528,0.8202895268107746,1.132695663734731,0.3825181623647324,0.0023528226464756274,0.7626835020829892,0.30420710085614483,-0.1012498929247535,0.7096640946370432
25.0,0.9260962712381189,0.7954333315046109,1.0567592109716268,0.5526196577882521,0.19251904709780188,0.9127202684787022,0.9438637194001008,0.8651547540201444,1.0225726847800574,0.9102529045544028,0.7693158550024654,1.05118995410634,1.0102997937354432,0.8358541850347427,1.1847454024361437,0.6189091540548625,0.24998419637090985,0.9878341117388151,0.6554241867810028,0.25300584802883214,1.0578425255331734
26.0,0.9591554185873046,0.8297989434954234,1.0885118936791858,0.4509701885469902,0.13554695429776864,0.7663934227962118,1.0423842776174563,0.9680791502432433,1.1166894049916694,1.0151772566079176,0.869867143324514,1.1604873698913212,1.1885027168036113,0.9877657965514925,1.38923963705573,0.44377705072454904,0.09615766985043772,0.7913964315986604,0.5680395592099458,0.2350078202615441,0.9010712981583474
27.0,0.9063641548645414,0.7769609584176504,1.0357673513114323,0.46618645403167586,0.056100111528615326,0.8762727965347363,0.9270865298114437,0.8495894253073186,1.0045836343155687,0.9079223150977751,0.7695087683900592,1.046335861805491,0.9676276364671924,0.8138790681511701,1.1213762047832148,0.49084297205453215,0.06586074908662481,0.9158251950224394,0.4739419049209788,0.025333098871225757,0.9225507109707318
28.0,0.9458785694527436,0.8167526413818579,1.0750044975236293,0.37646641500178263,-0.030351734450888568,0.7832845644544538,0.9222655240848985,0.8457652394218542,0.9987658087479427,0.9525765905520678,0.8163240325779804,1.0888291485261552,0.9918446779286629,0.8439341530308125,1.1397552028265132,0.32679612618516185,-0.07682438061108482,0.7304166329814086,0.3447517525428607,-0.1022131641933608,0.7917166692790822
29.0,0.9188538955982811,0.7877528473050067,1.0499549438915554,0.0036875965802349144,-0.35306253506303875,0.3604377282235086,1.0212911728847704,0.9421241959601423,1.1004581498093986,1.0492510776620705,0.9098452422426736,1.1886569130814673,1.1717115134148695,0.9965900495556141,1.3468329772741248,-0.0029633832795596345,-0.37513495492478177,0.3692081883656625,0.09498123951228662,-0.2908547764708138,0.480817255495387
30.0,0.8707655703230304,0.7387020129343462,1.0028291277117145,0.4836472175799,0.13965881162504834,0.8276356235347516,0.9380828653189862,0.8593700337432773,1.0167956968946952,0.9013587686668717,0.7588491821064687,1.0438683552272747,0.8288008123793225,0.6378038635552691,1.0197977612033757,0.502810997936623,0.14928532461618038,0.8563366712570656,0.43418436774880625,0.07163512289575141,0.7967336126018612
