rep,coef_ols,lower_bound_ols,upper_bound_ols,coef_naive-ml,lower_bound_naive-ml,upper_bound_naive-ml,coef_dml-plr,lower_bound_dml-plr,upper_bound_dml-plr,coef_dml-irm,lower_bound_dml-irm,upper_bound_dml-irm
1.0,0.6616944235990064,0.49434999366311927,0.8290388535348936,0.6654331001862545,0.574364329180027,0.7565018711924819,0.6031406638907313,0.4304023291733998,0.7758789986080628,0.6930432824829463,0.4647804277886072,0.9213061371772855
2.0,0.40238998285134586,0.24161422493956788,0.5631657407631239,0.5318230184295177,0.4348509496379595,0.6287950872210759,0.4479986205753706,0.28564524839856453,0.6103519927521767,0.17735192717390463,-0.2148837955167497,0.5695876498645589
3.0,0.611996324959324,0.4454952396968814,0.7784974102217666,0.6388594065610177,0.5404023207478106,0.7373164923742248,0.5999203571668074,0.4226541533923954,0.7771865609412193,0.4538246405481851,0.19306140534489813,0.7145878757514721
4.0,0.7075498260101482,0.5403924529807733,0.874707199039523,0.7756640724655868,0.6822253698309971,0.8691027751001764,0.7239782117204666,0.5407598314868249,0.9071965919541083,0.5798613780712524,0.23138109368871246,0.9283416624537923
5.0,0.5682584949803021,0.3939896105169365,0.7425273794436678,0.6367441986437411,0.5443420859335415,0.7291463113539407,0.5957787879544247,0.4113212614229381,0.7802363144859114,0.5334861597222657,0.2786476244580705,0.7883246949864608
6.0,0.6485162144724144,0.4826450050258764,0.8143874239189524,0.699617659161573,0.604027787319144,0.7952075310040021,0.6486338661248892,0.4808581622268029,0.8164095700229754,0.37643322206533847,-0.0650727112926035,0.8179391554232804
7.0,0.3858507863354568,0.22175488059590717,0.5499466920750063,0.48007817081792076,0.3895589797533749,0.5705973618824666,0.39600375509235974,0.22696709415345728,0.5650404160312622,0.5772445445384854,0.39548553165209377,0.759003557424877
8.0,0.44390922286233464,0.271820698378476,0.6159977473461933,0.5433808098309211,0.4464917286163198,0.6402698910455223,0.45266896606279106,0.2807019202401826,0.6246360118853995,1.1860522133356033,0.19093581107894053,2.181168615592266
9.0,0.5832409078348384,0.41929187872314755,0.7471899369465292,0.6331179124440868,0.5394977471152989,0.7267380777728747,0.5533311128306879,0.37253971078230774,0.7341225148790681,0.5553400311811143,0.2868766862093574,0.8238033761528711
10.0,0.39688589210459035,0.22879521673565054,0.5649765674735302,0.4200406286117741,0.3250667034708964,0.5150145537526518,0.374166389282939,0.22324349030265905,0.525089288263219,0.5089888325397327,0.3339437341642749,0.6840339309151905
11.0,0.38516796829343247,0.2200363051902259,0.5502996313966391,0.4057827306589191,0.3081065826763725,0.5034588786414658,0.3624736917646275,0.19519547433127682,0.5297519091979782,0.38440925090760164,0.20368583015865682,0.5651326716565465
12.0,0.5474466363980837,0.38372822375906734,0.7111650490371,0.5867533314273301,0.4872290883252992,0.686277574529361,0.49229801529902617,0.31886091376996617,0.6657351168280862,0.4889710588281892,0.2964388478223129,0.6815032698340655
13.0,0.4037176916694426,0.23776536634096848,0.5696700169979168,0.5037748941733792,0.4089210839636043,0.598628704383154,0.43530521915838283,0.26656316998385177,0.6040472683329139,0.3646041865104735,0.12061184982380427,0.6085965231971427
14.0,0.4680965420230531,0.30097856727137273,0.6352145167747335,0.46899839964496826,0.3689946823247817,0.5690021169651548,0.4214518043158836,0.2515718973024719,0.5913317113292953,0.2285763053728037,-0.270087264483416,0.7272398752290234
15.0,0.5990114537025025,0.42751439379587836,0.7705085136091268,0.6491287759860307,0.5510618235397159,0.7471957284323455,0.5843822978130009,0.4049980372987048,0.763766558327297,0.6973522378303929,0.4831151643061957,0.9115893113545901
16.0,0.5325888157863052,0.36722948060592053,0.6979481509666899,0.5932118056587847,0.5040286976089974,0.6823949137085721,0.47104725257784813,0.3040827395175838,0.6380117656381125,0.5934745948602067,0.3606666034832124,0.826282586237201
17.0,0.5211701669051615,0.3406719495381916,0.7016683842721314,0.5963215053260876,0.5058653285777512,0.686777682074424,0.5876002052199234,0.4011863622408961,0.7740140481989507,0.6066745788004195,0.2848164897601952,0.9285326678406438
18.0,0.5308634436988319,0.36861910512941876,0.693107782268245,0.5683650208057698,0.47540384684955467,0.6613261947619848,0.5179209321210209,0.34831327033879067,0.687528593903251,0.5368510033885263,0.32016777813564834,0.7535342286414043
19.0,0.40193436708846986,0.23690368561022762,0.5669650485667121,0.4676157617406291,0.3742799017327808,0.5609516217484773,0.3967540336371353,0.2190099149150544,0.5744981523592162,0.23548774587898447,-0.13030209498916884,0.6012775867471378
20.0,0.465733440893685,0.30259827944005324,0.6288686023473168,0.5337725523514133,0.4401701791052894,0.6273749255975373,0.49386718134905927,0.32217953322202897,0.6655548294760896,0.28198082680020603,-0.044034322254176306,0.6079959758545883
21.0,0.7064070837187733,0.5441318829304511,0.8686822845070954,0.7185863068812155,0.6278104767313818,0.8093621370310492,0.6619080772823724,0.5028683278728132,0.8209478266919317,0.6887823550328218,0.47167304903595964,0.905891661029684
22.0,0.5988729045467045,0.43350547227336045,0.7642403368200485,0.6209737266921246,0.5251369736069275,0.7168104797773217,0.6491341121348722,0.48114649684517585,0.8171217274245685,0.2045753128796829,-0.5261384092252376,0.9352890349846034
23.0,0.49179163230114264,0.3300855096044588,0.6534977549978265,0.5161885041945504,0.41835471003138597,0.6140222983577148,0.4829252617287451,0.3152002380604586,0.6506502853970316,0.5216093124391107,0.332402503206933,0.7108161216712884
24.0,0.48026161785464605,0.3135159313243633,0.6470073043849288,0.5421924240072975,0.4439987632424217,0.6403860847721733,0.457313016607137,0.2853594643479358,0.6292665688663382,0.4895889069958185,0.26393260340610697,0.71524521058553
25.0,0.3173031818071669,0.15756563952080282,0.47704072409353093,0.3815145300119726,0.2933399778211191,0.4696890822028261,0.3649281674763134,0.20686646391043717,0.5229898710421896,0.42747991942723557,0.22505839752666043,0.6299014413278107
26.0,0.6188805594465954,0.4487583601338425,0.7890027587593482,0.644304260028017,0.5513308666239499,0.7372776534320841,0.6438331171216581,0.4825105063067773,0.805155727936539,0.6088889313385563,0.34130073905720926,0.8764771236199033
27.0,0.4939667982618712,0.328316803943313,0.6596167925804294,0.5985979925143093,0.4994843100655919,0.6977116749630268,0.534729724174042,0.3785237886042656,0.6909356597438183,0.5327607684972536,0.2772808300887176,0.7882407069057896
28.0,0.5451801436991708,0.38144213088000556,0.708918156518336,0.6627822699112844,0.5625571463557708,0.763007393466798,0.544465220355892,0.3830606225327146,0.7058698181790692,0.5926031410246296,0.4066164307792209,0.7785898512700384
