rep,coef_ols,lower_bound_ols,upper_bound_ols,coef_naive-ml,lower_bound_naive-ml,upper_bound_naive-ml,coef_dml-plr,lower_bound_dml-plr,upper_bound_dml-plr,coef_dml-irm,lower_bound_dml-irm,upper_bound_dml-irm
1.0,0.46851417987521954,0.31103683633340423,0.6259915234170348,0.5015307076204084,0.4125767047380615,0.5904847105027553,0.4690827040060439,0.3177466427366352,0.6204187652754526,0.5767057710221539,0.454316898179331,0.6990946438649768
2.0,0.5262617521193422,0.3579128769705465,0.6946106272681379,0.6021331402995294,0.5051697442008186,0.6990965363982401,0.5752304046383205,0.407973777666942,0.7424870316096991,0.6859133149400155,0.5506748413061753,0.8211517885738557
3.0,0.43314309549962965,0.26557020033813167,0.6007159906611277,0.4665122767164287,0.36929939914748067,0.5637251542853767,0.38791176914367315,0.23116691744260187,0.5446566208447444,0.5415489062373966,0.41109213501633884,0.6720056774584544
4.0,0.4430984937179352,0.2792605934742044,0.606936393961666,0.49675136391743363,0.40465483848157424,0.588847889353293,0.46904502998213643,0.30614444958091724,0.6319456103833556,0.5371420994176012,0.40550311374489106,0.6687810850903113
5.0,0.49056173619634635,0.31886968305328783,0.6622537893394049,0.6245012970959735,0.5258118510409686,0.7231907431509783,0.5202874262734373,0.3552821548597341,0.6852926976871405,0.6389731245099963,0.508238138660249,0.7697081103597436
6.0,0.4842395504293834,0.314558014066631,0.6539210867921358,0.5169793764828686,0.41254772422053493,0.6214110287452024,0.48912718150301626,0.32266363213653926,0.6555907308694933,0.5974541265693193,0.46458761118536857,0.73032064195327
7.0,0.41045861420441565,0.24571062820606548,0.5752066002027658,0.4677487627594911,0.37998672322910376,0.5555108022898785,0.41383213844273753,0.253458631734826,0.574205645150649,0.5256741620809844,0.3946871057970849,0.6566612183648839
8.0,0.5653650888507686,0.4002075587483287,0.7305226189532086,0.6046344208739938,0.5131852193082096,0.696083622439778,0.5192167607937996,0.3580476809132004,0.6803858406743989,0.7268478942586448,0.6036077554893613,0.8500880330279283
9.0,0.5101116523087657,0.3370894252698124,0.6831338793477189,0.5822234600863515,0.4869136281497392,0.6775332920229638,0.5358519001026425,0.3738821908528168,0.6978216093524682,0.5768991198463634,0.4490057997356156,0.7047924399571113
10.0,0.393482658819186,0.2270017908689424,0.5599635267694296,0.44578361612016565,0.3477436914076021,0.5438235408327292,0.4288338813950135,0.25786145452669995,0.599806308263327,0.5247032333010102,0.38430301445509074,0.6651034521469297
11.0,0.30889034905854845,0.1382199368479056,0.47956076126919134,0.3526496213077485,0.2556118127448484,0.44968742987064864,0.30366943083056686,0.14093628123814747,0.4664025804229862,0.45904415756329253,0.3305181366712132,0.5875701784553718
12.0,0.5661027131638386,0.39951102142683914,0.7326944049008381,0.5819446877563483,0.48551418691645026,0.6783751885962463,0.5588920101693259,0.39380339159518374,0.723980628743468,0.668266180785859,0.5351699656693195,0.8013623959023984
13.0,0.4567303591646368,0.2842788946268905,0.6291818237023831,0.46081829851910483,0.35997020231152915,0.5616663947266805,0.43297954075184614,0.26710282668078683,0.5988562548229055,0.5134869679411612,0.3774466782790067,0.6495272576033158
14.0,0.5376604938311791,0.36779230118419803,0.7075286864781601,0.6273453939480776,0.5297592214223801,0.7249315664737752,0.5827982335850296,0.42624036376317387,0.7393561034068853,0.6998354529762725,0.5754889220355647,0.8241819839169803
15.0,0.6024188865676505,0.433938275821863,0.770899497313438,0.6420824789525928,0.5503703114318952,0.7337946464732905,0.6367620523245133,0.4717171357872192,0.8018069688618075,0.7488651385454416,0.6223701357377776,0.8753601413531056
16.0,0.48649657075905206,0.32521550815503464,0.6477776333630695,0.5066945313944244,0.4171352124980426,0.5962538502908064,0.48509138329647106,0.33102950535475595,0.6391532612381862,0.6004796934769528,0.47011266551684255,0.7308467214370631
17.0,0.45974931755297443,0.2993229754130673,0.6201756596928816,0.504013153738085,0.4132077457603035,0.5948185617158664,0.4299089124436138,0.2719229667133383,0.5878948581738892,0.5036548809260204,0.37869852122105074,0.62861124063099
18.0,0.3050629936222311,0.14227195328397196,0.46785403396049025,0.3737683832283756,0.28167058674877127,0.4658661797079799,0.33364117294079926,0.18291779983808482,0.4843645460435137,0.42859018870048593,0.3045057606001536,0.5526746168008183
19.0,0.5539603014608798,0.38761842584577366,0.720302177075986,0.5968515606515504,0.5042489272125661,0.6894541940905348,0.5313668516893516,0.36764237815419676,0.6950913252245065,0.7017957110151838,0.5766387240570012,0.8269526979733663
