rep,coef_ols,lower_bound_ols,upper_bound_ols,coef_2sls,lower_bound_2sls,upper_bound_2sls,coef_naive-ml,lower_bound_naive-ml,upper_bound_naive-ml,coef_dml-plr,lower_bound_dml-plr,upper_bound_dml-plr,coef_dml-pliv,lower_bound_dml-pliv,upper_bound_dml-pliv,coef_dml-irm,lower_bound_dml-irm,upper_bound_dml-irm,coef_dml-iiv,lower_bound_dml-iiv,upper_bound_dml-iiv
1.0,0.9499008435178388,0.8194247463180264,1.0803769407176511,0.27324422838942003,-0.07921405850415852,0.6257025152829986,1.0600412452507177,0.9855206143681011,1.1345618761333343,1.0464332122053186,0.9067886244584318,1.1860777999522054,0.2864934794965275,-0.08121233465855693,0.6541992936516119,1.1621795254912597,0.990106778462513,1.3342522725200063,0.306133886033186,-0.06402727549539877,0.6762950475617707
2.0,1.0124500939199315,0.8841433123061135,1.1407568755337494,0.8061593612666511,0.458557344096314,1.1537613784369882,1.0343253541293094,0.957119289440428,1.1115314188181908,1.1179511873982453,0.9775644875970146,1.258337887199476,0.7018766026406748,0.3432154749594496,1.0605377303219,1.0369979262560747,0.8924235786185928,1.1815722738935566,0.8677997199133586,0.486354383287872,1.249245056538845
3.0,0.9391669928450581,0.8037946164554537,1.0745393692346625,0.47131059933273606,0.008293672190130719,0.9343275264753415,0.9758544259544193,0.9020047986012628,1.0497040533075759,0.9769022087484516,0.8274880008920273,1.1263164166048758,0.4661709013302745,-0.01768056517391592,0.9500223678344649,0.9249119668446024,0.7572149485817268,1.092608985107478,0.4856651362628943,-0.05086598800116737,1.0221962605269561
4.0,0.9894997564748931,0.855002649282389,1.1239968636673972,0.5364938587126523,0.1305049986761585,0.9424827187491461,1.089175384152094,1.0104142459704275,1.1679365223337603,1.038567790357283,0.8953269110622477,1.1818086696523182,0.5678964417641935,0.15099374685407596,0.9847991366743111,1.109301334244098,0.9498730765361626,1.2687295919520336,0.4989734447092538,0.053595185562348435,0.9443517038561592
5.0,1.019997589831637,0.8887381606942932,1.1512570189689806,0.7039902346228498,0.3483959729355006,1.059584496310199,1.03379496942176,0.9580050048580077,1.1095849339855124,1.0693570040326332,0.9341411656196283,1.2045728424456381,0.7676140745439746,0.4120401402972229,1.1231880087907262,1.125696596443135,0.9866041770386839,1.2647890158475859,0.6643779392934097,0.2903264603895145,1.038429418197305
6.0,0.9931418552525637,0.8609289842686243,1.1253547262365031,0.3401473964827412,-0.09143155660570446,0.7717263495711869,1.044034468716568,0.9644472439646039,1.123621693468532,1.0532520991304497,0.9127260425933339,1.1937781556675655,0.434946982531512,0.0024257548249762007,0.8674682102380478,1.0728755151299751,0.927890284755754,1.2178607455041963,0.41105354569638625,-0.060227765422234736,0.8823348568150072
7.0,0.9213228101193909,0.7890778767785727,1.053567743460209,0.2999087014645295,-0.06990686916649275,0.6697242720955519,0.9836895087608883,0.9061479987115708,1.0612310188102059,0.9703673564376102,0.8257867978028905,1.1149479150723298,0.21407520409557418,-0.16641221764123781,0.5945626258323862,0.9824756603368614,0.8277704499577382,1.1371808707159845,0.2191143263905784,-0.1780211204773439,0.6162497732585007
8.0,0.8911158944174669,0.7593639080236076,1.022867880811326,0.40665798698358413,0.03320610676364527,0.7801098672035229,0.9569903054905816,0.8794024539644044,1.034578157016759,0.9481322652464225,0.8038192783254944,1.0924452521673507,0.37026055137344455,-0.02458058632537269,0.7651016890722617,1.0569004726408961,0.8929245943090811,1.2208763509727112,0.39280334334598277,-0.008164302584652283,0.7937709892766178
9.0,0.9825618436083927,0.8559631532341879,1.1091605339825974,0.6588424397601567,0.33348513220187076,0.9841997473184425,1.0395238928180919,0.9612013948711857,1.117846390764998,1.0200327407509968,0.8834679415594966,1.156597539942497,0.6821961948151852,0.33215477486890155,1.032237614761469,1.0169630965106922,0.8760965275058784,1.1578296655155058,0.5984725452834642,0.24323023716515457,0.9537148534017738
10.0,1.0334551815998738,0.8989778802598264,1.1679324829399214,0.6770397550228018,0.3245226722489526,1.029556837796651,1.0629198178027477,0.9884965034570268,1.1373431321484686,1.1215845659545631,0.9729286524564046,1.2702404794527218,0.6512941692057127,0.2982781628145025,1.004310175596923,1.0183121489071747,0.8415883845891243,1.195035913225225,0.5716082887810021,0.197826930519918,0.9453896470420862
11.0,0.9429337363686272,0.8067388751258827,1.0791285976113718,0.21244604609477857,-0.14400930084067437,0.5689013930302316,1.0595600759790211,0.9808555109975252,1.138264640960517,1.0533237541375247,0.9024997281212931,1.2041477801537561,0.1471961767468171,-0.2344669580893843,0.5288593115830185,1.0985251551866846,0.9328224690994484,1.2642278412739207,0.2025174377585198,-0.20194219899076962,0.6069770745078092
12.0,0.7939069509565962,0.6683182481573888,0.9194956537558037,0.2311220233871219,-0.0712819857020936,0.5335260324763373,0.8421355544631149,0.7686457062146429,0.915625402711587,0.8768667628113046,0.7361038288881376,1.0176296967344716,0.21480745689205444,-0.09563227689378878,0.5252471906778977,0.9265153665466617,0.755976140546229,1.0970545925470943,0.2126451449876376,-0.10349023177189914,0.5287805217471744
